logical_id,event_datetime,reviewer,event_type,gate,criterion_before,criterion_after,notes,evidence_path
964_SCOPUS;965_SCOPUS;966_SCOPUS;968_SCOPUS;970_SCOPUS;971_SCOPUS;972_SCOPUS;974_SCOPUS;975_SCOPUS;976_SCOPUS;978_SCOPUS;981_SCOPUS;982_SCOPUS;983_SCOPUS;984_SCOPUS;985_SCOPUS;986_SCOPUS,2026-08-16 14:34:09,HB,DECISAO_GATE,B,,,"Oitavo e ultimo lote da triagem do Portao B sobre os registros que mencionam UML em titulo ou resumo (indices 168 a 184 da ordem de leitura). 17 registros decididos: 8 retidos, 3 B1_E7, 3 B3_E7, 1 B3_E8, 2 B4_E9. Encerra-se com isto a leitura da lista ordenada de 185 registros com mencao a UML. Padroes confirmados: (a) UML na entrada com codigo como produto sai em B3_E7 (966 UML2Dep, 968 UML-para-Java com CodeLlama, 984 comparacao LLM contra geradores CGBE), e a distincao em relacao a 934 e 952 e que naqueles o diagrama e sintetizado pelo proprio LLM a partir dos requisitos; (b) UML como ilustracao do proprio artigo sai em B1_E7 (964), somando-se a 843 e 954; (c) mencao de UML em enumeracao de artefatos de processo tambem sai em B1_E7 (981); (d) transformacao modelo-para-modelo e engenharia reversa saem em B4_E9 (971 NetLogo para diagrama de sequencia, 982 transformacao por exemplo com RDBMS-to-UML, UML-to-Java e SysML-to-AAS). Decisao de fronteira registrada para o segundo revisor em 974: o produto declarado e metamodelo Ecore e a PlantUML entra so como visualizacao intermediaria para retorno humano; excluido em B1_E7, mas quem entenda a renderizacao PlantUML como conteudo UML chegaria a retencao com INCERTO_SAIDA. O agrupamento de descricao textual de caso de uso chega a quatro registros (871, 837, 923, 975) e permanece dependente da questao de protocolo pendente. 965 recebe INCERTO_ENTRADA por desenho de ida e volta: o texto que alimenta o decodificador pode ser derivado de um modelo preexistente. Registros de nucleo identificados: 983 (comparacao de LLMs abertos e fechados por tecnica de prompting com avaliacao automatizada e artefatos publicos), 976 (relato seminal sobre deficiencias sintaticas e semanticas do ChatGPT em modelagem), 970 (comparacao contra extracao humana guiada e nao guiada) e 985.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml
518_IEEE;758_SCOPUS;872_SCOPUS;914_SCOPUS,2026-08-16 14:56:00,HB,INTERPRETACAO_PROTOCOLO,B,,,"REVISAO DE DECISAO em 2026-08-16 14:56:00. REGRA FIXADA PELA PESQUISADORA: OCL sozinho nao satisfaz I5. OCL e linguagem formal de restricoes associada a modelos UML, mas nao e, por si so, conteudo de diagrama UML. Operacionalizacao: (a) OCL acompanhada de diagrama UML separavel PODE satisfazer I5; (b) OCL sozinha, sem diagrama UML gerado, NAO satisfaz I5; (c) OCL usada apenas como validacao ou verificacao de restricoes NAO satisfaz I5 sozinha. Consequencia: estudo que gera diagrama de classes mais invariantes OCL entra; estudo que gera apenas restricoes OCL a partir de requisitos sai por E7, porque o produto principal nao e conteudo de diagrama UML separavel. Aplicacao ao corpus: verificados todos os 149 registros retidos quanto a mencao de OCL em titulo, resumo ou palavras-chave. Cinco registros mencionam OCL. Quatro caem na hipotese (b) ou (c) e sao excluidos por E7: 518_IEEE e 914_SCOPUS em B1 (nao ha UML em nenhuma ponta) e 758_SCOPUS e 872_SCOPUS em B3 (ha modelo UML na entrada, alimentando o prompt, mas o produto e OCL). O quinto, 903_SCOPUS, PERMANECE RETIDO: ali a OCL e usada apenas para analise de seguranca em tempo de projeto, hipotese (c), mas ha diagrama de atividade UML gerado como componente separavel, hipotese (a). Encerra-se a primeira das questoes de protocolo pendentes.",decisao da pesquisadora; protocol/screening_manual_v1.md
837_SCOPUS;871_SCOPUS;923_SCOPUS;975_SCOPUS,2026-08-16 14:56:00,HB,INTERPRETACAO_PROTOCOLO,B,,,"REGRA FIXADA PELA PESQUISADORA em 2026-08-16 14:56:00: descricao textual de caso de uso conta como ENTRADA textual e satisfaz I4 quando funciona como fonte substantiva para gerar a UML. Contam como especificacao textual: use case narrative, textual use case description, fluxo principal e fluxos alternativos, descricao de interacao ator-sistema e descricao de cenario. Ressalva: ""use case"" no sentido generico de caso de aplicacao nao e requisito nem diagrama de casos de uso. Aplicacao ao corpus: a regra resolve o lado da ENTRADA e confirma que nenhum dos quatro registros do agrupamento sai por E9 em B4, pois todos partem de especificacao de requisitos ou de descricao textual de caso de uso, que a pesquisadora admite como fonte textual substantiva. PERMANECE ABERTO o lado da SAIDA, que e o que motivou a flag INCERTO_SAIDA nos quatro: nos quatro casos o produto do LLM e a descricao textual de caso de uso, nao um diagrama de casos de uso. Questao submetida a pesquisadora, sem alteracao de desfecho por ora, pela regra de ouro 1.",decisao da pesquisadora; protocol/screening_manual_v1.md
879_SCOPUS,2026-08-16 14:56:00,HB,REVISAO_DECISAO,A,,,"Decisao da pesquisadora sobre a questao levantada na triagem do Portao B: ""Expert Voice"" da SoSyM tende a ser E1. O registro passa de PASSOU para A2_E1 no Portao A, com excluded=true e exclusion_criteria=E1. Desfecho do Portao B (PASSOU) e flags do Portao C (EVIDENCIA=A_VERIFICAR;CANDIDATO_E10) sao apagados por o registro parar antes. A analise original permanece no evento de triagem deste registro e nos backups datados.",decisao da pesquisadora; protocol/appendix_two_layer_mapping_protocol_v1_7.tex l.1239
770_SCOPUS;884_SCOPUS,2026-08-16 14:56:00,HB,REVISAO_DECISAO,B,,,"Decisao da pesquisadora: os estudos NAO sao duplicados. A suspeita de publicacao redundante levantada na triagem fica sem efeito; duplicate_group e duplicate_role permanecem vazios e os dois registros seguem independentes, ambos excluidos por B3_E7. Registrada correcao nas notas dos dois registros. Observacao: esta decisao NAO alcanca a familia sob suspeita de fatiamento entre os RETIDOS (818, 848, 868, 869, 877, 945, 963), que continua em aberto para a fase de texto completo.",decisao da pesquisadora
974_SCOPUS,2026-08-16 14:56:00,HB,REVISAO_DECISAO,B,,,"Decisao de fronteira submetida a pesquisadora e CONFIRMADA por ela: 974_SCOPUS permanece excluido em B1_E7. O artefato declarado e metamodelo Ecore e a PlantUML entra apenas como visualizacao do passo intermediario para retorno de especialistas humanos, nao como produto. Sem alteracao no CSV.",decisao da pesquisadora
837_SCOPUS;871_SCOPUS;923_SCOPUS;975_SCOPUS,2026-08-16 14:59:54,HB,REVISAO_DECISAO,B,,,"Aplicacao da regra de saida fixada pela pesquisadora para descricao textual de caso de uso, por extensao explicita da regra do OCL registrada no mesmo dia. A pesquisadora ja havia decidido que a descricao textual de caso de uso conta como ENTRADA e satisfaz I4 quando e fonte substantiva para gerar a UML; permanecia aberto o lado da SAIDA, motivo pelo qual estes quatro registros carregavam a flag INCERTO_SAIDA e haviam sido retidos pela regra de ouro 1. Consultada sobre a assimetria, a pesquisadora determinou que o mesmo criterio do OCL se aplica: quando o produto principal do LLM e a especificacao textual e nao conteudo de diagrama UML separavel, o registro sai por E7. Os quatro sao reclassificados de PASSOU para B1_E7 e os campos do Portao C sao esvaziados, por o Portao C so se aplicar a registros retidos. Ficam nomeados aqui para recuperacao sem re-triagem caso o I5 seja emendado: 837 (ECHO, melhoria de qualidade de casos de uso em linguagem natural), 871 (UCGen, geracao de descricoes textuais a partir de especificacao de requisitos), 923 (refinamento test-driven de especificacoes textuais), 975 (geracao de UCSs com validacao de consistencia contra diagramas de atividade e maquina de estados preexistentes). O 975 e o de reversao mais provavel, por nomear tipos de diagrama UML; a leitura do texto completo deve confirmar se esses diagramas sao apenas referencial de validacao, como o resumo indica, ou tambem produto do LLM. A decisao foi tomada com ciencia do custo: 837, 871 e 923 traziam vocabulario de qualidade explicito.",protocol/screening_manual_v1.md; protocol/screening_flow_v1.puml; protocol/appendix_two_layer_mapping_protocol_v1_7.tex l.1245 (E7)
137_ACM;185_ACM;230_ACM;265_ACM;288_ACM;295_ACM;345_ACM;351_ACM;357_ACM;378_ACM;379_ACM;382_ACM;384_ACM;385_ACM;391_ACM;392_ACM;393_ACM;394_ACM;395_ACM;398_ACM;400_ACM;402_ACM;404_ACM;405_ACM;407_ACM;408_ACM;412_ACM;413_ACM;414_ACM;415_ACM;416_ACM;417_ACM;419_ACM;421_ACM;424_ACM;426_ACM;428_ACM;429_ACM;430_ACM;432_ACM;433_ACM;434_ACM;435_ACM;436_ACM;438_ACM;440_ACM;441_ACM;443_ACM;445_ACM;446_ACM;554_IEEE;612_IEEE,2026-08-16 14:59:54,HB,CORRECAO,C,,,"Correcao de dado, sem efeito sobre nenhum desfecho de triagem. Foram encontrados 52 registros ja excluidos que ainda carregavam gate_c_flags igual a INCERTO_SAIDA, com revisor e data preenchidos e campo de notas vazio. A inspecao mostrou que essas marcas vieram de uma varredura lexical de rastreio de saida anterior a triagem do Portao B, e nao de decisoes do Portao C: 48 dos registros foram depois excluidos por E6, 3 por E8 e 1 por E7, e o bloco contiguo 378_ACM a 446_ACM evidencia a origem em varredura. Como o Portao C so se aplica a registros retidos e suas flags nunca excluem, a permanencia dessas marcas em registros excluidos nao tinha funcao e distorcia a contagem de flags do corpus retido. Os quatro campos gate_c foram esvaziados nesses 52 registros. Os desfechos dos Portoes A e B, os criterios de exclusao e as notas de decisao permanecem intactos, e o backup anterior a operacao esta em backups/. Registros afetados: 137_ACM;185_ACM;230_ACM;265_ACM;288_ACM;295_ACM;345_ACM;351_ACM;357_ACM;378_ACM;379_ACM;382_ACM;384_ACM;385_ACM;391_ACM;392_ACM;393_ACM;394_ACM;395_ACM;398_ACM;400_ACM;402_ACM;404_ACM;405_ACM;407_ACM;408_ACM;412_ACM;413_ACM;414_ACM;415_ACM;416_ACM;417_ACM;419_ACM;421_ACM;424_ACM;426_ACM;428_ACM;429_ACM;430_ACM;432_ACM;433_ACM;434_ACM;435_ACM;436_ACM;438_ACM;440_ACM;441_ACM;443_ACM;445_ACM;446_ACM;554_IEEE;612_IEEE.",protocol/screening_manual_v1.md
806_SCOPUS;810_SCOPUS;948_SCOPUS,2026-08-16 17:03,HB,RECUPERACAO_PDF,C,ABERTO_SEM_PDF_DIRETO,OK_PUBLISHER,"Onda 1 do Portao C. METODO: Download direto no site do editor; validacao por extracao da 1a pagina e conferencia do DOI impresso. | EVIDENCIA: DOI impresso na capa dos 3 PDFs identico ao do registro. | DISCUSSAO: IEEE Access e ouro: a versao de registro esta aberta no proprio editor, sem necessidade de proxy CAPES nem de copia de repositorio. | DECISAO: Os 3 recuperados do editor.",
018_ACM;027_ACM;061_ACM;141_ACM;456_IEEE;760_SCOPUS;809_SCOPUS;818_SCOPUS;828_SCOPUS;842_SCOPUS;898_SCOPUS;903_SCOPUS;912_SCOPUS;916_SCOPUS;927_SCOPUS;942_SCOPUS;951_SCOPUS;958_SCOPUS,2026-08-16 17:03,HB,CONFERENCIA_ACERVO,C,OK_ACERVO_LOCAL,OK_ACERVO_LOCAL,"Onda 2 do Portao C. METODO: Conferencia individual dos arquivos ja presentes no acervo local, feita pela pesquisadora. | EVIDENCIA: Os 18 arquivos foram abertos e conferidos contra o registro; todos corretos. | DISCUSSAO: A Onda 2 existia porque o arquivo estava no acervo sem verificacao de correspondencia com o registro. A conferencia fecha essa duvida. | DECISAO: Decisao (b) da pesquisadora em 2026-08-16 17:03: manter o status OK_ACERVO_LOCAL e registrar a conferencia aqui e no log, sem criar valor novo de status.",
307_ACM;324_ACM;383_ACM;386_ACM;399_ACM;422_ACM;427_ACM,2026-08-16 17:03,HB,RECUPERACAO_PDF,C,SEM_DOI,OK_PUBLISHER,"Onda 4 do Portao C. METODO: DOI localizado manualmente pela pesquisadora no IEEE Xplore; PDF obtido do arquivo oficial da Winter Simulation Conference; validacao por extracao da 1a pagina. | EVIDENCIA: Titulo da 1a pagina confere nos 7; cabecalho dos anais da WSC presente. | DISCUSSAO: O registro chegou do ACM DL sem DOI e sem resumo. O DOI real e do IEEE (prefixo 10.1109), porque os anais da WSC sao publicados pelo IEEE e apenas indexados pela ACM. O PDF traz o cabecalho ""Proceedings of the ... Winter Simulation Conference"": e a versao de registro. | DECISAO: 7 DOIs do IEEE registrados e 7 textos completos recuperados.",
397_ACM;439_ACM,2026-08-16 17:03,HB,RECUPERACAO_PDF,C,SEM_DOI/NAO_INDEXADO,OK_REPOSITORY_SUBSTITUIR,"Onda 4 do Portao C. METODO: PDF obtido em repositorio; validacao por extracao da 1a pagina, que declara o DOI da versao publicada. | EVIDENCIA: 397 pelo arXiv (versao aceita), 439 pelo HAL (versao do autor). | DISCUSSAO: Decisao (c) da pesquisadora em 2026-08-16 17:03: a copia de repositorio e aceita como definitiva. O conteudo e o do artigo aceito; a paginacao pode divergir da versao do editor, o que so importa para citacao de trecho, nao para extracao de dados. | DECISAO: Aceitas como definitivas por decisao (c).",
801_SCOPUS;867_SCOPUS;918_SCOPUS,2026-08-16 17:03,HB,RECUPERACAO_PDF,C,SEM_DOI,OK_PUBLISHER,"Onda 4 do Portao C. METODO: PDF obtido do proprio canal de distribuicao aberta da conferencia; validacao por extracao da 1a pagina. | EVIDENCIA: CEUR-WS vol.4099 (801), ASEM 2024 via DigitalCommons@ODU (918), arquivo da ICAS (867). | DISCUSSAO: Nos tres o veiculo publica em aberto sem atribuir DOI por artigo. A ausencia de DOI e do modelo editorial, nao falha de recuperacao. | DECISAO: 3 textos completos recuperados; permanecem sem DOI por natureza.",
108_ACM;170_ACM,2026-08-16 17:03,HB,RECUPERACAO_PDF,C,SEM_DOI,OK_PUBLISHER,"Onda 4 do Portao C. METODO: Artigo extraido do volume completo dos anais com pypdf, apos localizar a faixa de paginas pelo sumario e confirmar o inicio e o fim pela leitura das paginas de fronteira. | EVIDENCIA: 108 nas pp.70-80 do volume CCSC NW; 170 nas pp.44-53 do volume CCSC SE. | DISCUSSAO: Decisao (a) da pesquisadora em 2026-08-16 17:03. O arquivo baixado era o volume inteiro do periodico, nao o artigo. Guardar o volume inviabilizaria a extracao por registro. ATENCAO: o codigo 10.5555 e o prefixo que a ACM DL atribui a itens SEM DOI registrado e NAO resolve em doi.org; serve como identificador ACM, nao como link. | DECISAO: Artigos extraidos dos volumes. Codigos 10.5555 registrados COM a ressalva de que nao resolvem em doi.org.",
100_ACM;390_ACM;791_SCOPUS;900_SCOPUS;935_SCOPUS,2026-08-16 17:03,HB,CORRECAO,C,SEM_DOI,SEM_DOI,"Onda 4 do Portao C. METODO: Busca manual de DOI pela pesquisadora nas bases e no canal de publicacao. | EVIDENCIA: 390, 100 e 900 confirmados sem DOI por caracteristica do veiculo; 791 e 935 sem resultado ate esta data. | DISCUSSAO: Distincao registrada: em 390/100/900 nao ha DOI a procurar; em 791/935 a busca apenas nao teve exito ainda. | DECISAO: Status SEM_DOI mantido nos 5; texto completo ainda a recuperar.",
380_ACM;866_SCOPUS,2026-08-16 17:03,HB,PERDA_TEXTO_COMPLETO,C,NAO_INDEXADO/SEM_DOI,SEM_ACESSO_DEFINITIVO,"Onda 4 do Portao C. METODO: Tentativa de acesso pela pesquisadora por DOI, editor e proxy CAPES. | EVIDENCIA: 866: DOI 10.12305 nao resolve. 380: codigo ACM 10.5555 nao resolve e nao abre rota de acesso. | DISCUSSAO: Novo valor de pdf_status introduzido aqui, para separar ""ainda nao recuperado"" de ""nao sera recuperado"". | DECISAO: Ambos marcados como SEM_ACESSO_DEFINITIVO por decisao da pesquisadora; entram no PRISMA como perda declarada.",
087_ACM;149_ACM;286_ACM;298_ACM;398_ACM;431_ACM;522_IEEE;523_IEEE;524_IEEE;527_IEEE;532_IEEE;541_IEEE;562_IEEE;563_IEEE;573_IEEE;599_IEEE;604_IEEE;612_IEEE;615_IEEE;623_IEEE;625_IEEE;626_IEEE;640_IEEE;643_IEEE;645_IEEE;648_IEEE;651_IEEE;676_IEEE;704_IEEE;709_IEEE;712_IEEE;758_SCOPUS;766_SCOPUS;816_SCOPUS;825_SCOPUS;839_SCOPUS;861_SCOPUS;893_SCOPUS;922_SCOPUS;931_SCOPUS;966_SCOPUS,2026-08-16 17:06,HB,CORRECAO,C,pdf_file sem prefixo,pdf_file com prefixo pdfs/,"METODO: verificacao de existencia de todo caminho gravado em pdf_file, feita apos a carga das Ondas 1/2/4 do Portao C. | EVIDENCIA: 41 registros (6 retidos, 35 excluidos) gravavam apenas ""<logical_id>.pdf"" enquanto os demais gravavam ""pdfs/<logical_id>.pdf""; em todos os 41 o arquivo existia em pdfs/. | DISCUSSAO: divergencia de formato anterior a esta sessao, que faz qualquer verificacao automatica de presenca de PDF acusar falso negativo. Nenhum arquivo estava perdido. Registros excluidos tambem foram normalizados porque o PDF havia sido baixado antes da exclusao e a coluna deve ter formato unico. | DECISAO: caminho normalizado para o prefixo pdfs/ nos 41. Nenhum outro campo alterado.",
100_ACM;390_ACM;900_SCOPUS;935_SCOPUS,2026-08-16 20:40,HB,RECUPERACAO_PDF,C,SEM_DOI,OK_PUBLISHER,"Busca manual do Portao C. METODO: localizacao pela pesquisadora no canal aberto do evento (WSC, CEUR, volume CCSC); validacao por extracao da primeira pagina e comparacao com o titulo do registro; 100_ACM extraido do volume pela faixa SP-EP. EVIDENCIA: titulo do artigo confere com o do registro nos quatro casos. DISCUSSAO: a ausencia de DOI nao impede o acesso, pois estes eventos distribuem os anais de forma aberta. DECISAO: texto completo obtido; status de DOI permanece inalterado.",
743_SCOPUS;539_IEEE,2026-08-16 20:40,HB,RECUPERACAO_PDF,C,SEM_ASSINATURA_CAPES/PENDENTE_CAPES_IEEE,OK_REPOSITORY_SUBSTITUIR,"Busca manual do Portao C. METODO: localizacao de versao de autor; validacao por extracao da primeira pagina. EVIDENCIA: 743 sem carimbo de editora; 539 traz ""Certified by IEEE PDFExpress"", ou seja, camera-ready e nao a versao paginada do Xplore. DISCUSSAO: o conteudo cientifico e o mesmo, mas a paginacao pode divergir da versao de registro. DECISAO: aceitar para leitura, marcando para substituicao caso o acesso a versao final se abra.",
521_IEEE,2026-08-16 20:40,HB,RECUPERACAO_PDF,C,PENDENTE_CAPES_IEEE,OK_PUBLISHER,"Busca manual do Portao C. METODO: localizacao pela pesquisadora; validacao por extracao da primeira pagina. EVIDENCIA: primeira pagina traz a marca de licenca autorizada do IEEE Xplore, indicando versao final da editora. DISCUSSAO: desbloqueia um item que estava retido pelo contrato IEEE da CAPES. DECISAO: anexar como versao definitiva.",
929_SCOPUS,2026-08-16 20:40,HB,RECUSA_DE_FONTE,C,SEM_ASSINATURA_CAPES,SEM_ASSINATURA_CAPES,"Busca manual do Portao C. METODO: arquivo candidato localizado para o registro. EVIDENCIA: a pesquisadora avaliou a procedencia do arquivo como nao confiavel. DISCUSSAO: anexar arquivo de origem duvidosa comprometeria a rastreabilidade da extracao e a integridade da evidencia; a regra de ouro 4 preserva o registro, e a falta de texto completo nao e por si motivo de exclusao. DECISAO: nao anexar. Registro permanece RETIDO e sem texto completo; segue candidato a E5 se nenhuma outra rota se abrir.",
868_SCOPUS;877_SCOPUS;963_SCOPUS,2026-08-16 20:55,HB,EXCLUSAO_TARDIA,C,PASSOU,E3,"Familia de publicacao Nguyen et al. (grupo FAM-C-001, sete registros de 2026). METODO: recuperacao do texto completo de 868_SCOPUS na busca manual do Portao C e comparacao de autoria, pipeline, conjuntos de dados e escopo de diagrama entre os sete registros. EVIDENCIA: pipeline identico nos sete (LLaMA-3.2-1B-Instruct -> DeepSeek-R1-Distill-Qwen-32B -> PlantUML -> validacao por Qwen2.5-VL-3B, LLaMA-3.2-11B-Vision e Aya-Vision-8B, agregada por MMMU). Os resumos de 877 e 963 declaram literalmente ""This paper extends our framework"". 869 e o membro mais completo: 11.997 diagramas em seis familias e estudo com 94 especialistas (r=0,82; Fleiss Kappa=0,78). 868 reune 5.000 amostras de classe e 1.000 de sequencia, a uniao exata de 877 e 963. DISCUSSAO: cortar apenas 868 seria logicamente instavel, pois 877 e 963 sao subconjuntos de 868 e de 869. ESCOLHA DE REGISTRO aprovada pela pesquisadora: opcao (2), exclusao tardia, preservando gate_a=PASSOU e gate_b=PASSOU, que foram desfechos corretos diante de titulo e resumo. Isso cria a primeira combinacao excluded=true com ambos os portoes em PASSOU, que passa a ser excecao documentada do esquema. DECISAO: excluir 868, 877 e 963 por E3; reter 818, 848, 869 e 945 como primarios do grupo.",pdfs/868_SCOPUS.pdf
769_SCOPUS;952_SCOPUS;986_SCOPUS;978_SCOPUS;832_SCOPUS;880_SCOPUS;929_SCOPUS;876_SCOPUS;934_SCOPUS;945_SCOPUS;932_SCOPUS;907_SCOPUS;829_SCOPUS;742_SCOPUS;849_SCOPUS;913_SCOPUS;812_SCOPUS;840_SCOPUS;789_SCOPUS;933_SCOPUS,2026-08-16 20:52,HB,TENTATIVA_ACESSO,C,SEM_ASSINATURA_CAPES,SEM_ASSINATURA_CAPES,"TENTATIVA DE ACESSO em 2026-08-16 20:52. METODO: e-mail da pesquisadora ao autor correspondente, endereco extraido do campo N1 do registro Scopus, solicitando copia do artigo. EVIDENCIA: 20 mensagens enviadas entre 20:46 e 20:52, conferidas na caixa de enviados; assunto ""Request for a copy of your paper"" seguido do titulo do registro. DISCUSSAO: a CAPES nao assina este titulo e o proxy so oferece compra, de modo que o pedido ao autor e a ultima via legitima antes da perda declarada. DECISAO: aguardar resposta. O status permanece SEM_ASSINATURA_CAPES ate que uma copia chegue; nao havendo retorno, este registro passa a candidato a E5 com tentativa documentada. Pareamento destinatario-registro conferido um a um contra o titulo: 20 de 20 sem sobra nem ambiguidade.",".local-evidence/correspondencia/2026-08-16_2111_caixa-enviados.png (captura de tela da caixa de enviados, 2026-08-16; pareamento INFERIDO pelo horario)"
829_SCOPUS,2026-08-16 21:10,HB,RECUPERACAO_PDF,C,SEM_ASSINATURA_CAPES,OK_PUBLISHER,"RECUPERACAO POR RESPOSTA DE AUTOR em 2026-08-16 21:10. METODO: pedido de copia enviado ao autor correspondente as 20:49; resposta com o artigo em anexo as 21:10, 21 minutos depois. EVIDENCIA: arquivo validado por extracao das duas primeiras paginas; titulo, autoria (Dae-Kyoo Kim, Oakland University), periodico (Journal of Computer Information Systems) e DOI (10.1080/08874417.2026.2650523) conferem com o registro. E a versao publicada, nao manuscrito. DISCUSSAO: supre a ausencia de assinatura da CAPES para este titulo pela via legitima do proprio autor. DECISAO: anexar como versao definitiva; registro deixa de ser candidato a E5.",pdfs/829_SCOPUS.pdf;.local-evidence/correspondencia/2026-08-16_2112_resposta-autor-829.png (captura da resposta do autor)
832_SCOPUS,2026-08-16 20:51,HB,FALHA_ENTREGA,C,SEM_ASSINATURA_CAPES,SEM_ASSINATURA_CAPES,"FALHA DE ENTREGA em 2026-08-16 20:51. METODO: pedido de copia enviado ao autor correspondente no endereco declarado no campo N1 do registro Scopus (dadavis@ualr.edu, D. Davis, University of Arkansas at Little Rock). EVIDENCIA: devolucao imediata do Mail Delivery Subsystem, ""Address not found / the email account that you tried to reach does not exist"" (NoSuchUser). Nao e caixa cheia nem recusa: a conta foi encerrada. DISCUSSAO: o endereco de correspondencia do Scopus e o do momento da publicacao (CompCom 2025) e envelhece quando o autor troca de vinculo. O registro tem coautora, Milanova, M., da mesma instituicao, e o artigo esta CLOSED no Unpaywall, sem rota aberta. A via do autor nao esta esgotada enquanto a coautora nao for tentada. DECISAO: tentativa registrada e malsucedida; manter SEM_ASSINATURA_CAPES e tentar a coautora antes de cogitar E5.",".local-evidence/correspondencia/2026-08-16_2123_devolucao-832.png (captura de tela da devolucao, 2026-08-16)"
832_SCOPUS,2026-08-16 21:30,HB,PERDA_TEXTO_COMPLETO,C,SEM_ASSINATURA_CAPES,SEM_ACESSO_DEFINITIVO,"PERDA DECLARADA em 2026-08-16 21:30. METODO: esgotadas as vias sem contato com editora. EVIDENCIA: Unpaywall CLOSED, sem versao aberta; CAPES nao assina o titulo (Springer LNNS); unico endereco de correspondencia do registro devolvido como conta inexistente (NoSuchUser). DISCUSSAO: decisao da pesquisadora de nao perseguir a coautora. DECISAO: declarar sem acesso em definitivo. Entra no PRISMA como perda documentada (E5), nao como pendencia.",".local-evidence/correspondencia/2026-08-16_2123_devolucao-832.png (captura de tela da devolucao, 2026-08-16)"
881_SCOPUS;802_SCOPUS;878_SCOPUS;926_SCOPUS;823_SCOPUS;811_SCOPUS;924_SCOPUS;985_SCOPUS;939_SCOPUS,2026-08-16 21:28,HB,TENTATIVA_ACESSO,C,PENDENTE_CAPES_IEEE,PENDENTE_CAPES_IEEE,"TENTATIVA DE ACESSO em 2026-08-16 21:28. METODO: e-mail da pesquisadora ao autor correspondente, endereco extraido do campo N1 do registro, solicitando copia do artigo. EVIDENCIA: 9 mensagens enviadas entre 21:23 e 21:28, conferidas na caixa de enviados e pareadas uma a uma com o titulo do registro. DISCUSSAO: onda 6, registros presos pelo bloqueio IEEE/CAPES; o pedido ao autor independe do contrato. DECISAO: aguardar resposta; status inalterado ate a chegada de copia. RISCO IDENTIFICADO pela pesquisadora: dois destinatarios receberam dois pedidos cada, por artigos distintos, entre as ondas 5 e 6 (liubocq@swu.edu.cn por 742 e 881; giacomo.garaccione@polito.it por 840 e 823). Um terceiro caso permanece evitavel (renjith_r02@yahoo.com, ja contactado por 985, pendente por 822). A pagina de trabalho passa a ser organizada por destinatario para impedir a repeticao.",".local-evidence/correspondencia/2026-08-16_2131_caixa-enviados.png (captura de tela da caixa de enviados, 2026-08-16; pareamento INFERIDO pelo horario)"
986_SCOPUS,2026-08-16 22:13,HB,RECUPERACAO_PDF,C,SEM_ASSINATURA_CAPES,OK_REPOSITORY_SUBSTITUIR,"RECUPERACAO POR RESPOSTA DE AUTOR em 2026-08-16 22:13. METODO: pedido enviado as 20:52; resposta com o manuscrito em anexo as 22:13. EVIDENCIA: titulo e lista de autores conferem com o registro; sao 10 paginas sem carimbo da Springer, ou seja, versao de autor e nao a paginada do livro. CORRECAO DE METADADO detectada na leitura: o Scopus inverteu nomes. O registro traz ""Zakaria, B."" e ""Oualla, N.""; o artigo assina Zakaria Babaalla (sobrenome Babaalla) e Mohamed Oualla. Corrigir na lista de referencias, sob risco de citacao errada. DISCUSSAO: supre a ausencia de assinatura da CAPES pela via do proprio autor. DECISAO: anexar; marcar para substituicao pela versao publicada caso o acesso se abra, pois a paginacao diverge.",pdfs/986_SCOPUS.pdf;.local-evidence/correspondencia/2026-08-17_0757_resposta-autor-986.png (captura da resposta do autor)
851_SCOPUS;886_SCOPUS;894_SCOPUS,2026-08-17 10:40,HB,RETIFICACAO,C,PENDENTE_CAPES_IEEE,PENDENTE_CAPES_IEEE,"RETIFICACAO em 2026-08-17 10:40. METODO: conferencia da caixa de enviados da pesquisadora contra os registros. EVIDENCIA: captura da caixa de enviados mostra como mensagem mais recente a das 21:28 de 2026-08-16; nenhuma mensagem para suqingran@buaa.edu.cn, monalisha.ojha@uni-mannheim.de ou giovanni.adorni@unige.it. O cruzamento dos 27 assuntos visiveis com os titulos do CSV identificou 18 registros, nenhum deles 851, 886 ou 894. DISCUSSAO: as 10:15 foi lancada uma TENTATIVA DE ACESSO nos tres a partir de relato verbal, sem conferencia documental; a pesquisadora confirmou que os envios nao ocorreram (os mailto abriram rascunhos que nao chegaram a ser despachados). Manter o lancamento inflaria as tentativas documentadas do PRISMA e poderia sustentar um E5 indevido. DECISAO: anular o lancamento das 10:15, remover a nota dos tres registros e a linha correspondente do log; os tres voltam a constar como nao contactados. Regra adotada: so registrar TENTATIVA DE ACESSO mediante evidencia na caixa de enviados, nunca por relato de intencao de envio.",".local-evidence/correspondencia/2026-08-17_1017_caixa-enviados.png (captura da caixa de enviados, 2026-08-17; pareamento INFERIDO pelo horario)"
